 Substance:BZO200d       2023/12/04 18:03:23                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: F(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
  70.493    0.002    -0.000   0.002   0.000  -0.000  -0.000    -0.000  -0.000  -0.000  -0.000   0.000     0.000   0.000   0.001  -0.000   0.000
  70.517    0.002    -0.000   0.001   0.000  -0.000  -0.000    -0.000  -0.000  -0.000  -0.000   0.000     0.000   0.000   0.001  -0.000   0.000
  70.540    0.002    -0.000   0.001   0.000  -0.000  -0.000    -0.000  -0.000  -0.000  -0.000   0.000     0.000   0.000   0.001  -0.000   0.000
  70.564    0.001    -0.000   0.001   0.000  -0.000   0.000    -0.000  -0.000  -0.000  -0.000  -0.000     0.000   0.000   0.001  -0.000  -0.000
  70.587    0.001    -0.000   0.001   0.001  -0.000   0.000     0.000  -0.000  -0.000  -0.000  -0.000     0.000   0.000   0.000  -0.000  -0.000
  70.611    0.000    -0.000   0.001   0.001  -0.000  -0.000     0.000  -0.000  -0.000   0.000  -0.000     0.000  -0.000   0.000  -0.000  -0.000
  70.634    0.000    -0.000   0.000   0.001  -0.000  -0.000     0.000  -0.000  -0.000   0.000  -0.000     0.000  -0.000   0.000  -0.000  -0.000
  70.658    0.000    -0.000   0.000   0.000   0.000  -0.000     0.000  -0.000  -0.000   0.000  -0.000     0.000  -0.001   0.000   0.000  -0.000
  70.681   -0.000    -0.000   0.000   0.000   0.000  -0.000     0.000  -0.000  -0.000   0.000  -0.000     0.000  -0.000   0.000   0.000  -0.000
  70.705    0.000    -0.000   0.000   0.000   0.000  -0.001     0.000  -0.000  -0.000   0.000   0.000     0.000  -0.000   0.000   0.000  -0.000
  70.728    0.000    -0.000   0.000   0.000   0.000  -0.001     0.000  -0.001  -0.000   0.000   0.000     0.000  -0.000   0.000   0.000  -0.000
  70.752    0.000    -0.000  -0.000  -0.000   0.000  -0.000     0.000  -0.001  -0.000   0.000   0.000     0.001   0.000   0.000   0.000  -0.000
  70.775    0.000    -0.000  -0.000  -0.000   0.000  -0.000     0.000  -0.001  -0.000  -0.000   0.000     0.001   0.001   0.000  -0.000  -0.000
  70.798    0.000     0.000  -0.001  -0.000   0.000  -0.000     0.000  -0.001  -0.000  -0.000   0.000     0.001   0.001   0.000  -0.000  -0.000
  70.822    0.000     0.000  -0.001  -0.001   0.001   0.000     0.000  -0.001  -0.000  -0.000   0.000     0.001   0.001   0.000  -0.000  -0.000
  70.845    0.000     0.000  -0.001  -0.001   0.001   0.000     0.000  -0.001  -0.000  -0.000  -0.000     0.001   0.001  -0.000  -0.000  -0.000
  70.869    0.000     0.000  -0.001  -0.001   0.001   0.000    -0.000  -0.001   0.000   0.000  -0.000     0.001   0.001  -0.000  -0.000  -0.000
  70.892    0.000     0.000  -0.001  -0.001   0.001   0.000    -0.000  -0.001   0.000   0.000  -0.000     0.001   0.001  -0.000  -0.000  -0.000
  70.916   -0.000     0.000  -0.001  -0.000   0.000   0.000    -0.000  -0.001   0.000   0.000  -0.001     0.001   0.001  -0.000  -0.000  -0.000
  70.939   -0.001     0.000  -0.001  -0.000   0.000  -0.000    -0.000  -0.000   0.000   0.000  -0.001     0.001   0.001  -0.000  -0.000  -0.000
  70.963   -0.001     0.000  -0.001  -0.000   0.000  -0.000    -0.000  -0.000   0.000  -0.000  -0.001     0.001   0.001  -0.000  -0.000  -0.000
  70.986   -0.001     0.000  -0.001  -0.000  -0.000  -0.000    -0.000  -0.000   0.000  -0.000  -0.001     0.001   0.000  -0.000  -0.000  -0.000
  71.010   -0.002     0.000  -0.001  -0.000  -0.000  -0.000    -0.000   0.000   0.000  -0.000  -0.001     0.000   0.000  -0.000  -0.000   0.000
  71.033   -0.002     0.000  -0.001  -0.000  -0.000  -0.000    -0.000   0.000   0.000  -0.000  -0.000     0.000   0.000  -0.000  -0.000   0.000
  71.056   -0.002     0.000  -0.001  -0.000  -0.000  -0.000    -0.000   0.000   0.001  -0.001  -0.000     0.000  -0.000  -0.000  -0.000   0.000
  71.080   -0.002    -0.000  -0.001  -0.000   0.000  -0.000     0.000   0.000   0.001  -0.001  -0.000    -0.000  -0.000  -0.000  -0.000   0.000
  71.103   -0.002    -0.000  -0.000  -0.000   0.000  -0.000     0.000   0.000   0.000  -0.000  -0.000    -0.000  -0.001  -0.000  -0.000   0.000
  71.127   -0.002    -0.000  -0.000  -0.000   0.000   0.000     0.000  -0.000   0.000  -0.000   0.000    -0.000  -0.001  -0.000  -0.000   0.000
  71.150   -0.002    -0.000  -0.000  -0.000   0.000   0.000     0.000  -0.000   0.000  -0.000   0.000    -0.001  -0.001  -0.000  -0.000   0.000
  71.174   -0.002    -0.000  -0.000  -0.000  -0.000   0.000     0.000  -0.000   0.000  -0.000   0.000    -0.001  -0.000  -0.000  -0.000   0.000
  71.197   -0.001    -0.000  -0.000  -0.000  -0.000   0.000     0.000  -0.000   0.000  -0.000   0.000    -0.001  -0.000  -0.000  -0.000   0.000
  71.221   -0.001    -0.000  -0.001  -0.000  -0.000   0.000     0.000  -0.000   0.000  -0.000   0.001    -0.001   0.000  -0.001  -0.000   0.000
  71.244   -0.001    -0.000  -0.001  -0.000  -0.000   0.000    -0.000  -0.000   0.000  -0.000   0.001    -0.001   0.000  -0.001  -0.000   0.000
  71.268   -0.000    -0.000  -0.000  -0.000  -0.000   0.000    -0.000  -0.000   0.000   0.000   0.001    -0.000   0.001  -0.000  -0.000   0.000
  71.291    0.000    -0.000  -0.000  -0.000  -0.000   0.000    -0.000  -0.000   0.000   0.000   0.001    -0.000   0.000  -0.000  -0.001   0.001
  71.315    0.001     0.000  -0.000  -0.000   0.000   0.000    -0.000   0.000  -0.000   0.000   0.001    -0.000   0.000  -0.000  -0.001   0.001
  71.338    0.001    -0.000  -0.000  -0.000   0.000   0.000    -0.000   0.000  -0.000   0.000   0.000    -0.000   0.000   0.000  -0.001   0.001
  71.361    0.001    -0.000   0.000  -0.000   0.000   0.000     0.000   0.000  -0.000   0.000   0.000     0.000  -0.000   0.000  -0.001   0.000
  71.385    0.001    -0.000   0.000  -0.000   0.000   0.000     0.000   0.000  -0.000   0.000   0.000     0.000  -0.000   0.000  -0.000   0.000
  71.408    0.001    -0.000   0.000  -0.000   0.000   0.000     0.000   0.001  -0.000  -0.000   0.000     0.000  -0.000   0.000   0.000   0.000
  71.432    0.001    -0.000   0.000  -0.000   0.000   0.001     0.000   0.001  -0.000  -0.000  -0.000     0.001  -0.001  -0.000   0.000   0.000
  71.455    0.000    -0.000  -0.000  -0.000  -0.000   0.001    -0.000   0.001  -0.000  -0.000  -0.000     0.001  -0.001  -0.000   0.001  -0.000
  71.479    0.000    -0.000  -0.000  -0.000  -0.000   0.000    -0.000   0.001  -0.000  -0.001  -0.000     0.001  -0.001  -0.000   0.001  -0.000
  71.502   -0.000    -0.000  -0.000  -0.000  -0.000   0.000    -0.000   0.001  -0.000  -0.001   0.000     0.001  -0.001  -0.000   0.000  -0.000
  71.526   -0.000    -0.000   0.000   0.000  -0.000   0.000    -0.000   0.001  -0.000  -0.001   0.000     0.001  -0.001  -0.000   0.000   0.000
  71.549   -0.000     0.000   0.000   0.000  -0.000  -0.000    -0.000   0.001  -0.000  -0.000   0.000     0.001  -0.001  -0.000   0.000   0.000
  71.573   -0.000     0.000   0.000   0.000  -0.000  -0.000    -0.000   0.001  -0.000  -0.000   0.000     0.000  -0.000  -0.000   0.000   0.000
  71.596    0.000     0.000   0.000   0.000  -0.000  -0.000    -0.000   0.001  -0.000   0.000   0.000     0.000  -0.000  -0.000   0.000   0.000
  71.619    0.001     0.000   0.000   0.000  -0.000  -0.000    -0.000   0.001  -0.000   0.000   0.000    -0.000  -0.000   0.000   0.000   0.000
  71.643    0.001     0.000   0.000   0.000  -0.000  -0.000    -0.000   0.000   0.000   0.000  -0.000    -0.000  -0.000   0.000   0.001   0.000
  71.666    0.001     0.000   0.000   0.000   0.000   0.000    -0.000   0.000   0.000   0.000  -0.000    -0.000  -0.000   0.000   0.001  -0.000
  71.690    0.002     0.000   0.000   0.000   0.000   0.000    -0.000   0.000   0.000   0.000  -0.000    -0.000  -0.000  -0.000   0.001  -0.000
  71.713    0.001     0.000   0.000   0.000   0.000   0.001    -0.000   0.000   0.000   0.000  -0.000    -0.000  -0.000  -0.000   0.001  -0.000
  71.737    0.001     0.000   0.001   0.000   0.000   0.001    -0.000   0.000  -0.000   0.000  -0.000    -0.000  -0.000  -0.001   0.001  -0.000
  71.760    0.001     0.000   0.001   0.000   0.000   0.001     0.000   0.000  -0.000   0.000  -0.000    -0.000  -0.000  -0.001   0.000  -0.000
  71.784    0.000    -0.000   0.001   0.000   0.000   0.001     0.000   0.000  -0.000   0.000  -0.000    -0.000   0.000  -0.001   0.000  -0.000
  71.807   -0.000    -0.000   0.001   0.000   0.000   0.000     0.000   0.000  -0.000   0.000  -0.000    -0.000   0.000  -0.001   0.000  -0.000
  71.831   -0.000    -0.000   0.000   0.000   0.000   0.000     0.000   0.000  -0.000   0.000  -0.000    -0.000   0.000  -0.001   0.000  -0.000
  71.854   -0.000    -0.000   0.000   0.000  -0.000   0.000     0.000   0.000   0.000   0.000  -0.000    -0.000   0.000  -0.001   0.000  -0.000
  71.878    0.000    -0.000   0.000   0.000  -0.000   0.000     0.000   0.000   0.000   0.000  -0.000    -0.000   0.000  -0.000  -0.000  -0.000
  71.901    0.001    -0.000  -0.000   0.000  -0.000   0.000    -0.000   0.000   0.001   0.001  -0.000    -0.000   0.000  -0.000  -0.000  -0.000
  71.924    0.001    -0.000  -0.000   0.000  -0.000   0.001    -0.000   0.000   0.001   0.001  -0.000    -0.000   0.000  -0.000  -0.000  -0.000
  71.948    0.001    -0.000  -0.001   0.000  -0.000   0.001    -0.000   0.000   0.001   0.001  -0.000    -0.000   0.000  -0.000  -0.001  -0.000
  71.971    0.001    -0.000  -0.001   0.000  -0.000   0.000    -0.000   0.000   0.001   0.001  -0.000    -0.000   0.000  -0.000  -0.001   0.000
  71.995    0.000    -0.000  -0.001   0.000  -0.000   0.000    -0.000   0.000   0.001   0.001  -0.000    -0.000   0.000  -0.000  -0.001   0.000
  72.018    0.000    -0.000  -0.001   0.000  -0.000  -0.000     0.000   0.001   0.001   0.001  -0.000    -0.000  -0.000  -0.000  -0.001   0.000
  72.042    0.000    -0.000  -0.000   0.000  -0.000  -0.000     0.000   0.001   0.001   0.001  -0.000    -0.000  -0.001  -0.000  -0.001   0.001
  72.065    0.000    -0.000  -0.000   0.000  -0.000  -0.000     0.000   0.000   0.001   0.000  -0.000    -0.000  -0.001   0.000  -0.000   0.001
  72.089    0.001     0.000   0.000   0.000  -0.000  -0.000     0.000   0.000   0.001   0.000  -0.000    -0.000  -0.001   0.000  -0.000   0.000
  72.112    0.001     0.000   0.000   0.000  -0.000   0.000     0.000   0.000   0.001   0.000  -0.000    -0.000  -0.001   0.000  -0.000   0.000
  72.136    0.001     0.000   0.000  -0.000  -0.000   0.000     0.000  -0.000   0.001  -0.000   0.000    -0.001  -0.001   0.000   0.000   0.000
  72.159    0.001     0.000   0.001  -0.000  -0.000   0.001     0.000  -0.000   0.001  -0.000   0.000    -0.001  -0.000   0.000   0.000  -0.000
  72.183    0.001     0.000   0.001  -0.000  -0.000   0.001     0.000  -0.001   0.000  -0.000   0.000    -0.000  -0.000   0.000   0.000  -0.000
  72.206    0.000     0.000   0.001  -0.000  -0.000   0.001     0.001  -0.001   0.000  -0.000   0.000    -0.000   0.000   0.000   0.000  -0.000
  72.229    0.000     0.000   0.001  -0.000  -0.000   0.000     0.001  -0.001  -0.000  -0.000   0.000    -0.000   0.000  -0.000   0.000  -0.000
  72.253    0.001     0.000   0.001  -0.000  -0.000   0.000     0.001  -0.000  -0.000  -0.000   0.000    -0.000   0.000  -0.000   0.000  -0.000
  72.276    0.001     0.000   0.001  -0.000  -0.000   0.000     0.001  -0.000  -0.000  -0.000   0.000    -0.000   0.000  -0.000   0.000  -0.000
  72.300    0.001     0.000   0.001  -0.000   0.000  -0.000     0.000  -0.000  -0.001  -0.000   0.000    -0.000   0.000  -0.000   0.000  -0.000
  72.323    0.001     0.000   0.001   0.000   0.000  -0.000     0.000  -0.000  -0.000   0.000  -0.000    -0.000   0.000  -0.000   0.000  -0.000
  72.347    0.001     0.000   0.001   0.000   0.000  -0.000     0.000   0.000  -0.000   0.000  -0.000    -0.000   0.000  -0.000  -0.000  -0.000
  72.370    0.001    -0.000   0.001   0.000   0.000  -0.000     0.000   0.000  -0.000   0.000  -0.000     0.000   0.000  -0.000  -0.000  -0.000
  72.394    0.000    -0.000   0.001   0.000   0.000  -0.000    -0.000   0.000  -0.000  -0.000  -0.000     0.000   0.000  -0.000  -0.000  -0.000
  72.417    0.000    -0.000   0.000   0.000   0.000  -0.000    -0.000   0.000  -0.000  -0.000  -0.000     0.000   0.000   0.000   0.000   0.000
  72.441    0.000    -0.000   0.000   0.000   0.000  -0.000    -0.000   0.000   0.000  -0.001  -0.000     0.000   0.000   0.000   0.000   0.000
  72.464    0.000    -0.000   0.000   0.000   0.000  -0.000    -0.000   0.000   0.000  -0.001  -0.000     0.000  -0.000   0.001   0.000   0.000
  72.487    0.000    -0.000   0.000   0.000   0.000  -0.000    -0.000   0.000   0.000  -0.001   0.000     0.000  -0.000   0.001   0.000   0.000
  72.511    0.000    -0.000   0.000  -0.000   0.000  -0.000    -0.000  -0.000   0.000  -0.001   0.000     0.000  -0.000   0.001   0.000   0.000
  72.534    0.000    -0.000   0.000  -0.000   0.000   0.000    -0.000  -0.000   0.000  -0.001   0.000     0.000  -0.000   0.001   0.000   0.000
  72.558   -0.000    -0.000   0.000  -0.000   0.000   0.000    -0.000  -0.000   0.000  -0.000   0.000     0.000  -0.000   0.001   0.000   0.000
  72.581   -0.000    -0.000   0.000  -0.001  -0.000   0.000    -0.000  -0.000   0.000  -0.000   0.000     0.000  -0.000   0.001  -0.000   0.000
  72.605   -0.000    -0.000   0.000  -0.001  -0.000   0.000    -0.000  -0.000   0.000  -0.000   0.000    -0.000  -0.000   0.001  -0.000   0.000
  72.628   -0.000    -0.000   0.000  -0.001  -0.000   0.000    -0.000  -0.001   0.000   0.000   0.000    -0.000   0.000   0.001  -0.000   0.000
  72.652   -0.001    -0.000  -0.000  -0.001  -0.000   0.000     0.000  -0.001   0.000   0.000   0.000    -0.000   0.000   0.001  -0.000   0.000
  72.675   -0.001    -0.000  -0.000  -0.000  -0.000   0.000     0.000  -0.001   0.000   0.000   0.000    -0.000   0.001   0.001  -0.000  -0.000
  72.699   -0.001    -0.000  -0.001  -0.000  -0.000   0.000     0.000  -0.001  -0.000   0.000   0.000    -0.000   0.001   0.000   0.000  -0.000
  72.722   -0.002    -0.000  -0.001  -0.000  -0.000   0.000     0.000  -0.001  -0.000   0.000   0.000    -0.000   0.000   0.000   0.000  -0.000
  72.746   -0.002    -0.000  -0.001  -0.000  -0.000   0.000    -0.000  -0.001  -0.000  -0.000   0.000    -0.000   0.000   0.000   0.001   0.000
  72.769   -0.002    -0.000  -0.001   0.000  -0.000   0.000    -0.000  -0.001  -0.000  -0.000   0.000    -0.000   0.000   0.000   0.001   0.000
  72.792   -0.001    -0.000  -0.001   0.000   0.000   0.000    -0.000  -0.001  -0.001  -0.000   0.000    -0.000  -0.000   0.000   0.001   0.000
  72.816   -0.001     0.000  -0.001   0.000   0.000   0.000    -0.000  -0.000  -0.001  -0.000  -0.000    -0.000  -0.000   0.000   0.001   0.000
  72.839    0.000     0.000  -0.001   0.000   0.000   0.000    -0.000  -0.000  -0.001  -0.000  -0.000    -0.000  -0.000   0.001   0.001   0.000
  72.863    0.001     0.000  -0.001   0.000   0.001   0.000    -0.000  -0.000  -0.000  -0.000  -0.000    -0.000  -0.000   0.001   0.001   0.000
  72.886    0.001     0.000  -0.001   0.000   0.001   0.000    -0.000  -0.000  -0.000  -0.000  -0.000    -0.000  -0.000   0.001   0.001   0.000
  72.910    0.001     0.000  -0.000   0.000   0.001   0.000    -0.000  -0.000  -0.000  -0.000  -0.000    -0.000  -0.000   0.001   0.001   0.000
  72.933    0.001     0.000  -0.000   0.000   0.000  -0.000    -0.000   0.000   0.000  -0.000  -0.000    -0.000  -0.000   0.001   0.000   0.000
  72.957    0.000     0.000  -0.000   0.000   0.000  -0.000    -0.000   0.000   0.000  -0.000   0.000     0.000  -0.000   0.000   0.000   0.000
  72.980   -0.000     0.000  -0.000  -0.000   0.000  -0.000    -0.000   0.000  -0.000  -0.000   0.000     0.000  -0.000   0.000  -0.000   0.000
  73.004   -0.001     0.000  -0.000  -0.000   0.000  -0.000    -0.000   0.000  -0.000   0.000   0.000     0.000  -0.000   0.000  -0.000   0.000
  73.027   -0.001     0.000  -0.001  -0.000   0.000  -0.000    -0.000   0.000  -0.000   0.000   0.000     0.000  -0.000  -0.000  -0.000   0.000
  73.050   -0.002     0.000  -0.001  -0.000   0.000  -0.000    -0.000  -0.000  -0.001   0.000   0.000     0.000  -0.000  -0.000  -0.001   0.000
  73.074   -0.002     0.000  -0.001  -0.000   0.000  -0.000    -0.000  -0.000  -0.001   0.000   0.000     0.001   0.000  -0.000  -0.001   0.000
  73.097   -0.002    -0.000  -0.001  -0.000   0.000  -0.000    -0.000  -0.000  -0.001   0.000   0.000     0.001   0.000  -0.000  -0.001  -0.000
  73.121   -0.002    -0.000  -0.001  -0.000   0.000  -0.000    -0.000  -0.000  -0.001   0.000   0.000     0.001   0.000   0.000  -0.001  -0.000
  73.144   -0.001    -0.000  -0.001  -0.000   0.000  -0.000    -0.000  -0.000  -0.000   0.000   0.000     0.001  -0.000   0.000  -0.001  -0.000
  73.168   -0.001    -0.000  -0.000  -0.000  -0.000  -0.001    -0.000  -0.000  -0.000   0.000   0.000     0.001  -0.000   0.000  -0.001  -0.000
  73.191   -0.001    -0.000  -0.000  -0.000  -0.000  -0.001     0.000  -0.000  -0.000   0.000   0.000     0.001  -0.000   0.000  -0.001  -0.000
  73.215   -0.001    -0.000   0.000  -0.000  -0.000  -0.001     0.000   0.000  -0.000   0.000   0.000     0.001  -0.000   0.000  -0.000  -0.000
  73.238   -0.001    -0.000   0.000  -0.000  -0.000  -0.001     0.000   0.000  -0.000   0.000   0.000     0.001  -0.000   0.000  -0.000  -0.000
  73.262   -0.000    -0.000   0.001   0.000  -0.000  -0.001     0.000   0.000  -0.000  -0.000   0.000     0.001  -0.000   0.000  -0.000  -0.000
  73.285   -0.000    -0.000   0.001   0.000  -0.000  -0.001     0.000   0.000  -0.000  -0.000   0.000     0.001  -0.000   0.000  -0.000  -0.000
  73.309    0.000    -0.000   0.001   0.000  -0.000  -0.001     0.000   0.000  -0.000  -0.000   0.000     0.000   0.000  -0.000  -0.000  -0.000
  73.332    0.000    -0.000   0.001   0.000  -0.000  -0.001     0.000   0.000  -0.000  -0.000   0.000     0.000   0.000  -0.000  -0.001  -0.000
  73.355    0.000     0.000   0.001   0.000  -0.000  -0.001     0.000   0.000  -0.000  -0.000  -0.000     0.000   0.000  -0.000  -0.001  -0.000
  73.379    0.000     0.000   0.001   0.000  -0.000  -0.000     0.000   0.000  -0.000  -0.000  -0.000     0.000   0.000  -0.000  -0.001  -0.000
  73.402    0.000     0.000   0.001   0.000  -0.000  -0.000     0.000  -0.000  -0.000  -0.000  -0.000     0.000   0.001  -0.000  -0.000  -0.000
  73.426    0.001     0.000   0.001   0.000  -0.000  -0.000     0.000  -0.000  -0.000  -0.000  -0.000    -0.000   0.001  -0.000  -0.000   0.000
  73.449    0.001    -0.000   0.001   0.000  -0.000  -0.000     0.001  -0.000  -0.000  -0.000  -0.000    -0.000   0.001  -0.000  -0.000   0.000
  73.473    0.001    -0.000   0.001   0.000  -0.000   0.000     0.001  -0.000  -0.000  -0.000  -0.000    -0.000   0.001  -0.000   0.000   0.000
  73.496    0.001    -0.000   0.000   0.000  -0.000   0.000     0.001  -0.000  -0.000  -0.000  -0.000    -0.000   0.001  -0.001   0.000   0.000
  73.520    0.000    -0.000  -0.000   0.000  -0.000   0.000     0.000  -0.000  -0.000  -0.000  -0.000    -0.000   0.001  -0.001   0.000   0.000
  73.543   -0.000     0.000  -0.000   0.000  -0.000   0.000     0.000  -0.000  -0.000  -0.000  -0.000     0.000   0.001  -0.001   0.000   0.000
  73.567   -0.001     0.000  -0.001   0.000  -0.000   0.000     0.000   0.000  -0.000   0.000  -0.000     0.000   0.000  -0.001  -0.000   0.000
  73.590   -0.001     0.000  -0.001   0.000   0.000   0.000    -0.000   0.000  -0.000   0.000  -0.000     0.000   0.000  -0.001  -0.000   0.000
  73.613   -0.001     0.000  -0.001   0.000   0.000  -0.000    -0.000   0.000   0.000   0.000  -0.000     0.000   0.000  -0.001  -0.000   0.000
  73.637   -0.001     0.000  -0.001  -0.000   0.000  -0.000    -0.000   0.001   0.000   0.000  -0.000     0.000   0.000  -0.001  -0.000   0.000
  73.660   -0.001     0.000  -0.001  -0.000   0.000  -0.000    -0.000   0.001   0.000   0.000  -0.000     0.000  -0.000  -0.001   0.000  -0.000
  73.684   -0.001    -0.000  -0.001  -0.000   0.000  -0.000    -0.000   0.001   0.000  -0.000  -0.000     0.000   0.000  -0.001   0.000  -0.000
  73.707   -0.001    -0.000  -0.000  -0.000  -0.000  -0.000    -0.000   0.001   0.001  -0.000  -0.000     0.000   0.000  -0.000   0.000  -0.000
  73.731   -0.001    -0.000  -0.000  -0.000  -0.000  -0.000    -0.000   0.001   0.001  -0.000  -0.000    -0.000   0.000  -0.000   0.000  -0.000
  73.754   -0.001    -0.000  -0.000  -0.000  -0.000  -0.000    -0.000   0.000   0.001  -0.000  -0.000    -0.000   0.001  -0.000   0.000  -0.000
  73.778    0.000    -0.000   0.000  -0.000  -0.000  -0.000    -0.000   0.000   0.001  -0.000  -0.000    -0.000   0.001   0.000   0.000  -0.000
  73.801    0.001    -0.000   0.001  -0.000  -0.000   0.000    -0.000   0.000   0.000  -0.000  -0.000    -0.000   0.001   0.000   0.000  -0.000
  73.825    0.002     0.000   0.001  -0.000  -0.000   0.000    -0.000   0.000   0.000  -0.000  -0.000    -0.000   0.001  -0.000   0.000  -0.000
  73.848    0.003     0.000   0.001  -0.000  -0.000   0.001    -0.000   0.000   0.000   0.000  -0.000    -0.000   0.001  -0.000   0.000  -0.000
  73.872    0.003     0.000   0.001  -0.000  -0.000   0.001    -0.000   0.001  -0.000   0.000  -0.000    -0.000   0.001  -0.000   0.000   0.000
  73.895    0.003     0.000   0.001   0.000  -0.000   0.001     0.000   0.001  -0.000   0.000  -0.000    -0.000   0.000  -0.000   0.000   0.000
  73.918    0.002     0.000   0.001   0.000  -0.000   0.001     0.000   0.001  -0.001   0.001  -0.000    -0.000   0.000  -0.000   0.000   0.000
  73.942    0.001    -0.000   0.000   0.000  -0.000   0.000     0.000   0.001  -0.001   0.001  -0.000    -0.001   0.000  -0.000   0.000   0.000
  73.965    0.000    -0.000   0.000   0.000  -0.000   0.000     0.000   0.001  -0.001   0.000  -0.000    -0.001  -0.000  -0.000   0.000   0.000
  73.989   -0.000    -0.000   0.000   0.000  -0.000   0.000     0.000   0.000  -0.001   0.000   0.000    -0.001  -0.000  -0.000   0.000   0.000
  74.012    0.000    -0.000   0.000   0.000  -0.000   0.000     0.000   0.000  -0.001   0.000   0.000    -0.001  -0.000  -0.000   0.000   0.000
  74.036    0.001    -0.000   0.000   0.000   0.000   0.000     0.000   0.000  -0.001   0.000   0.000    -0.001  -0.000   0.000   0.000   0.000
  74.059    0.001     0.000   0.000  -0.000   0.000   0.000     0.000   0.000  -0.000   0.000   0.000    -0.001  -0.000   0.000   0.000   0.000
  74.083    0.001     0.000   0.000  -0.000   0.000  -0.000     0.000   0.000  -0.000   0.000   0.000    -0.001  -0.001   0.000   0.000   0.000
  74.106    0.001     0.000   0.000  -0.000   0.000  -0.000     0.000   0.000  -0.000   0.000   0.000    -0.000  -0.001   0.000   0.000   0.000
  74.130    0.000     0.000   0.001  -0.000   0.000  -0.001     0.000   0.000  -0.000   0.000   0.000    -0.000  -0.001   0.000   0.000  -0.000
  74.153   -0.001     0.000   0.001  -0.000   0.000  -0.001     0.000   0.000  -0.000  -0.000   0.000    -0.000  -0.000   0.000   0.000  -0.000
  74.176   -0.001     0.000   0.001  -0.000  -0.000  -0.001    -0.000   0.000  -0.000  -0.000   0.000    -0.000  -0.000   0.000   0.000  -0.000
  74.200   -0.002     0.000   0.001  -0.000   0.000  -0.001    -0.000   0.000  -0.000  -0.001  -0.000     0.000  -0.001   0.000  -0.000  -0.001
  74.223   -0.002     0.000   0.001  -0.000   0.000  -0.001    -0.000   0.000  -0.000  -0.001  -0.000     0.000  -0.001  -0.000  -0.000  -0.000
  74.247   -0.002     0.000   0.001  -0.000   0.000  -0.000    -0.000   0.000  -0.000  -0.001  -0.000     0.000  -0.001  -0.000  -0.000  -0.000
  74.270   -0.002     0.000   0.000  -0.000   0.000  -0.000    -0.000   0.000  -0.000  -0.000   0.000     0.000  -0.001  -0.000  -0.000  -0.000
  74.294   -0.002    -0.000   0.000  -0.000   0.000  -0.000    -0.000  -0.000  -0.000  -0.000   0.000     0.000  -0.001  -0.000  -0.000   0.000
  74.317   -0.002    -0.000  -0.000  -0.000  -0.000   0.000    -0.000  -0.000  -0.000   0.000   0.000    -0.000  -0.001  -0.000  -0.000   0.000
  74.341   -0.002    -0.000  -0.000  -0.000  -0.000   0.000    -0.000  -0.000  -0.000   0.000   0.000    -0.000  -0.001  -0.000  -0.000   0.000
  74.364   -0.002    -0.000  -0.000  -0.000  -0.001  -0.000    -0.000  -0.000  -0.000   0.001   0.000    -0.000  -0.000  -0.000   0.000   0.000
  74.388   -0.002    -0.000  -0.000  -0.000  -0.001  -0.000    -0.000  -0.000  -0.000   0.001   0.000    -0.000  -0.000  -0.000   0.000   0.000
  74.411   -0.001    -0.000  -0.001  -0.000  -0.001  -0.000    -0.000  -0.000  -0.000   0.001   0.000    -0.000   0.000  -0.000   0.000   0.000
  74.435   -0.001    -0.000  -0.001   0.000  -0.001  -0.000    -0.000  -0.000  -0.000   0.001   0.000    -0.000   0.000  -0.000   0.000   0.000
  74.458   -0.000    -0.000  -0.001   0.000  -0.000  -0.000    -0.000  -0.000  -0.000   0.001   0.000    -0.000   0.001   0.000   0.000  -0.000
  74.481   -0.000    -0.000  -0.001   0.000  -0.000  -0.000    -0.000  -0.000   0.000   0.001   0.000    -0.000   0.000   0.000   0.000  -0.000
  74.505   -0.000    -0.000  -0.000   0.000  -0.000  -0.000    -0.000  -0.000   0.000   0.000   0.000    -0.000   0.000   0.000  -0.000   0.000
  74.528    0.000    -0.000  -0.000   0.000  -0.000   0.000    -0.000  -0.000   0.001   0.000   0.000    -0.000  -0.000   0.001  -0.000   0.000
  74.552    0.000    -0.000  -0.000   0.000   0.000   0.000    -0.000  -0.000   0.001  -0.000   0.000    -0.000  -0.000   0.001  -0.000   0.000
