 Substance:Al_U       2023/12/12 09:53:56                     
 Input files: ./data/Al_U_large_n0001.dat to ./data/Al_U_large_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     100000000 cell pairs, j_rand          10
 Supercell size:           1           1           1
 Unit cell parameter:   79.8159637       79.8159637       79.8159637    
 Atoms/unit_cell:           2
 Atoms  :    Al      U   
 Atom no.        1       2
 Occups:   0.9200  0.0800
 Weights: Xray            12.9937 91.9693
 Masks	:        1       1
 Smoothing FWHM [Å-1]  0.174532935    

 Output: Z(Q)
 Partials index      1  1    1  2    2  2
   Q [A-1]   Al_Al   Al_U   U_U
 126.755    -0.001  -0.000   0.006
 126.798    -0.001  -0.000   0.006
 126.842    -0.001  -0.000   0.006
 126.885    -0.001  -0.000   0.005
 126.929    -0.001  -0.000   0.004
 126.973    -0.001  -0.000   0.003
 127.016    -0.001  -0.000   0.002
 127.060    -0.001  -0.000   0.001
 127.104    -0.001  -0.000  -0.000
 127.147    -0.001  -0.000  -0.001
 127.191    -0.001  -0.000  -0.003
 127.235    -0.001   0.000  -0.004
 127.278    -0.001  -0.000  -0.006
 127.322    -0.001  -0.000  -0.007
 127.365    -0.001  -0.000  -0.007
 127.409    -0.000  -0.000  -0.007
 127.453    -0.000  -0.000  -0.006
 127.496    -0.000  -0.000  -0.005
 127.540     0.000   0.000  -0.002
 127.584     0.000   0.001  -0.000
 127.627     0.000   0.001   0.002
 127.671     0.000   0.001   0.003
 127.714     0.000   0.001   0.004
 127.758     0.001   0.001   0.005
 127.802     0.001   0.001   0.005
 127.845     0.001   0.001   0.006
 127.889     0.001   0.001   0.006
 127.933     0.001   0.002   0.005
 127.976     0.001   0.002   0.004
 128.020     0.001   0.002   0.003
 128.064     0.001   0.002   0.001
 128.107     0.001   0.002   0.001
 128.151     0.001   0.002   0.001
 128.194     0.001   0.001   0.001
 128.238     0.001   0.001   0.002
 128.282     0.001   0.001   0.002
 128.325     0.001   0.000   0.002
 128.369     0.001   0.000   0.001
 128.413     0.001  -0.000  -0.001
 128.456     0.001  -0.001  -0.003
 128.500     0.000  -0.001  -0.005
 128.544     0.000  -0.001  -0.006
 128.587     0.000  -0.001  -0.007
 128.631     0.000  -0.002  -0.007
 128.674     0.000  -0.002  -0.006
 128.718     0.000  -0.002  -0.004
 128.762     0.000  -0.002  -0.002
 128.805    -0.000  -0.002  -0.000
 128.849    -0.000  -0.002   0.002
 128.893    -0.000  -0.002   0.003
 128.936    -0.000  -0.001   0.005
 128.980    -0.001  -0.001   0.005
 129.023    -0.001  -0.001   0.005
 129.067    -0.001  -0.001   0.004
 129.111    -0.001  -0.001   0.003
 129.154    -0.001  -0.001   0.001
 129.198    -0.001  -0.001  -0.001
 129.242    -0.001  -0.001  -0.002
 129.285    -0.001  -0.001  -0.003
 129.329    -0.001  -0.001  -0.003
 129.373    -0.001  -0.000  -0.003
 129.416    -0.001  -0.000  -0.003
 129.460    -0.001  -0.000  -0.002
 129.503    -0.001   0.000  -0.001
 129.547    -0.001   0.000  -0.001
 129.591    -0.001   0.001  -0.000
 129.634    -0.000   0.001  -0.000
 129.678    -0.000   0.002  -0.001
 129.722    -0.000   0.002  -0.001
 129.765    -0.000   0.002  -0.002
 129.809    -0.000   0.002  -0.002
 129.853    -0.000   0.001  -0.001
 129.896    -0.000   0.001  -0.000
 129.940    -0.000   0.001   0.001
 129.983    -0.000   0.001   0.002
 130.027     0.000   0.001   0.003
 130.071     0.000   0.001   0.003
 130.114     0.000   0.002   0.004
 130.158     0.000   0.002   0.005
 130.202     0.000   0.002   0.005
 130.245     0.000   0.001   0.004
 130.289     0.000   0.001   0.003
 130.332     0.000   0.001   0.001
 130.376     0.000   0.000  -0.000
 130.420     0.000   0.000  -0.002
 130.463     0.000  -0.000  -0.003
 130.507     0.000  -0.000  -0.003
 130.551     0.000  -0.000  -0.002
 130.594     0.000  -0.000  -0.002
 130.638     0.000  -0.000  -0.001
 130.682     0.000  -0.000  -0.001
 130.725     0.001  -0.000  -0.000
 130.769     0.001  -0.001   0.000
 130.812     0.001  -0.001   0.001
 130.856     0.001  -0.001   0.001
 130.900     0.000  -0.002   0.001
 130.943     0.000  -0.002   0.001
 130.987     0.000  -0.002   0.000
 131.031     0.000  -0.002  -0.000
 131.074     0.000  -0.002  -0.001
 131.118     0.000  -0.002  -0.001
 131.161    -0.000  -0.002  -0.002
 131.205    -0.000  -0.002  -0.002
 131.249    -0.000  -0.002  -0.002
 131.292    -0.000  -0.002  -0.001
 131.336    -0.000  -0.001  -0.001
 131.380    -0.000  -0.001  -0.001
 131.423    -0.000  -0.001  -0.002
 131.467    -0.000  -0.000  -0.002
 131.511    -0.000   0.000  -0.003
 131.554    -0.000   0.000  -0.003
 131.598    -0.000   0.001  -0.003
 131.641    -0.000   0.001  -0.003
 131.685    -0.000   0.001  -0.001
 131.729    -0.000   0.001   0.000
 131.772    -0.000   0.001   0.002
 131.816    -0.000   0.001   0.003
 131.860    -0.000   0.001   0.004
 131.903    -0.000   0.001   0.005
 131.947    -0.000   0.001   0.005
 131.991    -0.000   0.001   0.004
 132.034    -0.000   0.002   0.004
 132.078    -0.000   0.002   0.003
 132.121    -0.000   0.002   0.002
 132.165    -0.000   0.002   0.001
 132.209    -0.000   0.002   0.000
 132.252    -0.000   0.002   0.000
 132.296    -0.000   0.002   0.000
 132.340    -0.000   0.002  -0.000
 132.383    -0.000   0.001  -0.001
 132.427    -0.000   0.001  -0.001
 132.471    -0.000   0.000  -0.002
 132.514    -0.000  -0.000  -0.002
 132.558    -0.000  -0.001  -0.002
 132.601     0.000  -0.001  -0.001
 132.645     0.000  -0.001   0.000
 132.689     0.000  -0.000   0.001
 132.732     0.000   0.000   0.002
 132.776     0.000   0.000   0.002
 132.820     0.000   0.000   0.001
 132.863     0.000  -0.000   0.001
 132.907     0.000  -0.001   0.000
 132.950     0.000  -0.001  -0.000
 132.994     0.000  -0.002  -0.001
 133.038     0.000  -0.002  -0.001
 133.081     0.000  -0.003  -0.001
 133.125     0.000  -0.002  -0.001
 133.169     0.000  -0.002  -0.001
 133.212     0.000  -0.002  -0.001
 133.256     0.000  -0.001  -0.001
 133.300     0.000  -0.001  -0.001
 133.343     0.000  -0.001  -0.001
 133.387     0.000  -0.001  -0.002
 133.430     0.000  -0.001  -0.003
 133.474     0.000  -0.001  -0.004
 133.518     0.000  -0.001  -0.004
 133.561     0.000  -0.000  -0.004
 133.605    -0.000   0.000  -0.003
 133.649    -0.000   0.000  -0.001
 133.692    -0.000   0.001   0.001
 133.736    -0.000   0.001   0.002
 133.779    -0.000   0.001   0.003
 133.823    -0.000   0.001   0.004
 133.867    -0.000   0.001   0.004
 133.910    -0.000   0.001   0.004
 133.954    -0.000   0.001   0.004
 133.998    -0.000   0.001   0.003
 134.041     0.000   0.002   0.002
 134.085     0.000   0.002   0.001
 134.129     0.000   0.002  -0.000
 134.172     0.000   0.002  -0.001
 134.216     0.000   0.002  -0.001
 134.259    -0.000   0.002  -0.001
 134.303    -0.000   0.002  -0.000
 134.347    -0.000   0.002   0.000
 134.390    -0.000   0.001   0.001
 134.434    -0.000   0.001   0.001
 134.478    -0.000   0.000   0.001
 134.521    -0.000  -0.000   0.000
 134.565     0.000  -0.000   0.000
 134.609     0.000  -0.001   0.000
 134.652     0.000  -0.001   0.001
 134.696     0.000  -0.001   0.002
 134.739     0.000  -0.001   0.002
 134.783     0.000  -0.001   0.003
 134.827     0.000  -0.001   0.003
 134.870     0.000  -0.001   0.002
 134.914     0.000  -0.001   0.001
 134.958     0.000  -0.001  -0.000
 135.001     0.000  -0.001  -0.002
 135.045    -0.000  -0.001  -0.003
 135.088    -0.000  -0.001  -0.004
 135.132    -0.000  -0.001  -0.005
 135.176    -0.000  -0.001  -0.005
 135.219    -0.000  -0.001  -0.005
 135.263    -0.000  -0.001  -0.004
 135.307    -0.000  -0.001  -0.002
 135.350    -0.000  -0.001  -0.001
 135.394    -0.000  -0.001  -0.001
 135.438    -0.000  -0.001  -0.001
 135.481     0.000  -0.001  -0.001
 135.525     0.000  -0.001  -0.001
 135.568     0.000  -0.001  -0.001
 135.612    -0.000  -0.001  -0.001
 135.656    -0.000  -0.000  -0.000
 135.699    -0.000  -0.000   0.001
 135.743    -0.000   0.000   0.002
 135.787     0.000   0.000   0.003
 135.830     0.000   0.000   0.003
 135.874     0.000   0.001   0.003
 135.918     0.001   0.001   0.003
 135.961     0.001   0.001   0.002
 136.005     0.000   0.001   0.002
 136.048     0.000   0.001   0.002
 136.092     0.000   0.001   0.003
 136.136    -0.000   0.001   0.002
 136.179    -0.000   0.001   0.002
 136.223    -0.000   0.001   0.001
 136.267    -0.000   0.001  -0.001
 136.310     0.000   0.002  -0.002
 136.354     0.000   0.001  -0.003
 136.397     0.000   0.001  -0.002
 136.441     0.000   0.001  -0.001
 136.485    -0.000   0.001   0.000
 136.528    -0.000   0.000   0.002
 136.572    -0.000  -0.000   0.002
 136.616    -0.000  -0.000   0.002
 136.659    -0.000  -0.000   0.001
 136.703     0.000   0.000   0.000
 136.747     0.000   0.000  -0.000
 136.790     0.000   0.000  -0.000
 136.834     0.000  -0.000   0.000
 136.877     0.000  -0.000   0.000
 136.921    -0.000  -0.001   0.001
 136.965    -0.000  -0.001   0.000
 137.008    -0.000  -0.001  -0.000
 137.052    -0.000  -0.001  -0.001
 137.096    -0.000  -0.001  -0.001
 137.139    -0.000  -0.001  -0.002
 137.183    -0.000  -0.001  -0.002
 137.227    -0.000  -0.001  -0.002
 137.270    -0.000  -0.001  -0.002
 137.314    -0.000  -0.001  -0.002
 137.357    -0.000  -0.000  -0.003
 137.401     0.000  -0.000  -0.003
 137.445     0.000  -0.000  -0.003
 137.488     0.000  -0.000  -0.003
 137.532    -0.000  -0.000  -0.002
 137.576    -0.000  -0.000  -0.001
 137.619    -0.000  -0.001  -0.000
 137.663    -0.000  -0.001   0.001
 137.706    -0.000  -0.001   0.001
 137.750    -0.000  -0.001   0.002
 137.794    -0.000  -0.000   0.002
 137.837    -0.000  -0.000   0.002
 137.881    -0.000   0.000   0.001
 137.925    -0.000   0.000   0.001
 137.968    -0.000   0.001   0.001
 138.012    -0.000   0.001   0.001
 138.056     0.000   0.001   0.001
 138.099     0.000   0.001   0.001
 138.143     0.000   0.001   0.001
 138.186     0.000   0.001   0.001
 138.230     0.000   0.001   0.002
 138.274    -0.000   0.001   0.002
 138.317    -0.000   0.001   0.002
 138.361    -0.000   0.001   0.002
 138.405    -0.000   0.001   0.001
 138.448    -0.000   0.001   0.001
 138.492    -0.000   0.001   0.001
 138.536    -0.000   0.001   0.001
 138.579     0.000   0.000   0.002
 138.623     0.000   0.000   0.002
 138.666     0.000   0.000   0.002
 138.710     0.000   0.000   0.001
 138.754     0.000   0.000  -0.000
 138.797     0.000   0.000  -0.002
 138.841     0.000   0.000  -0.003
 138.885     0.000   0.000  -0.003
 138.928     0.000   0.000  -0.003
 138.972     0.000  -0.000  -0.003
 139.015     0.000  -0.000  -0.002
 139.059     0.000  -0.001  -0.001
 139.103    -0.000  -0.001  -0.001
 139.146    -0.000  -0.001  -0.001
 139.190    -0.000  -0.001  -0.000
 139.234    -0.000  -0.001  -0.000
 139.277    -0.000  -0.001  -0.000
 139.321    -0.000  -0.001  -0.000
 139.365     0.000  -0.000  -0.001
 139.408     0.000  -0.000  -0.001
 139.452     0.000  -0.000  -0.001
 139.495     0.000  -0.000  -0.001
 139.539     0.000  -0.000  -0.001
 139.583     0.000  -0.001  -0.001
 139.626     0.000  -0.001  -0.000
 139.670     0.000  -0.001   0.001
 139.714     0.000  -0.001   0.001
 139.757     0.000  -0.000   0.002
 139.801     0.000   0.000   0.002
 139.845     0.000   0.000   0.001
 139.888     0.000   0.001   0.001
 139.932     0.000   0.001  -0.000
 139.975     0.000   0.001  -0.001
 140.019    -0.000   0.000  -0.002
 140.063    -0.000   0.000  -0.002
 140.106    -0.000   0.000  -0.002
 140.150    -0.000  -0.000  -0.001
 140.194    -0.000   0.000   0.001
 140.237    -0.000   0.000   0.002
 140.281    -0.000   0.000   0.003
 140.324    -0.000   0.000   0.003
 140.368    -0.000   0.001   0.003
 140.412    -0.000   0.001   0.002
 140.455    -0.000   0.001   0.001
 140.499    -0.000   0.001   0.001
 140.543    -0.000   0.000   0.000
 140.586    -0.000   0.000   0.001
 140.630    -0.000   0.000   0.001
 140.674    -0.000   0.000   0.002
 140.717    -0.000   0.000   0.002
 140.761    -0.000   0.000   0.002
 140.804    -0.000   0.000   0.002
 140.848    -0.000   0.000   0.001
 140.892    -0.000   0.000   0.000
 140.935     0.000   0.000  -0.001
 140.979     0.000   0.000  -0.002
 141.023     0.000  -0.000  -0.003
 141.066     0.000  -0.000  -0.004
 141.110     0.000  -0.001  -0.004
 141.154     0.000  -0.001  -0.005
 141.197     0.000  -0.001  -0.005
 141.241     0.000  -0.001  -0.005
 141.284     0.000  -0.001  -0.004
 141.328     0.000  -0.001  -0.003
 141.372     0.000  -0.001  -0.001
 141.415     0.000  -0.000   0.001
 141.459    -0.000   0.000   0.002
 141.503    -0.000   0.000   0.003
 141.546    -0.000   0.000   0.003
 141.590    -0.000   0.000   0.003
 141.633     0.000   0.000   0.003
 141.677     0.000  -0.000   0.002
 141.721     0.000  -0.000   0.001
 141.764     0.000  -0.000   0.001
 141.808     0.000  -0.000   0.000
 141.852     0.000  -0.000  -0.000
 141.895     0.000  -0.000  -0.001
 141.939     0.000  -0.000  -0.001
 141.983     0.000   0.000  -0.001
 142.026     0.000   0.000  -0.001
 142.070     0.000   0.001  -0.001
 142.113     0.000   0.001  -0.000
 142.157     0.000   0.001  -0.000
 142.201     0.000   0.001  -0.000
 142.244     0.000   0.000  -0.001
 142.288     0.000   0.000  -0.001
 142.332     0.000   0.000  -0.001
 142.375     0.000  -0.000  -0.000
 142.419     0.000   0.000   0.001
 142.463    -0.000   0.000   0.002
 142.506    -0.000   0.000   0.003
 142.550    -0.000   0.000   0.004
 142.593    -0.000   0.000   0.005
 142.637    -0.000   0.000   0.004
 142.681    -0.000   0.000   0.003
 142.724    -0.000   0.000   0.002
 142.768    -0.000   0.000   0.001
 142.812    -0.000  -0.000  -0.000
 142.855    -0.000  -0.000  -0.001
 142.899    -0.000  -0.000  -0.001
 142.942    -0.000  -0.000  -0.002
 142.986    -0.000  -0.000  -0.002
 143.030    -0.000  -0.000  -0.002
 143.073    -0.000  -0.000  -0.002
 143.117    -0.000  -0.000  -0.003
 143.161    -0.000  -0.000  -0.003
 143.204    -0.000  -0.000  -0.003
 143.248    -0.000  -0.000  -0.004
 143.292    -0.000  -0.000  -0.003
 143.335    -0.000  -0.000  -0.003
 143.379    -0.000  -0.000  -0.002
 143.422    -0.000  -0.000  -0.001
 143.466    -0.000  -0.000  -0.000
 143.510     0.000  -0.000   0.000
 143.553     0.000  -0.000   0.001
 143.597     0.000  -0.000   0.001
 143.641     0.000  -0.000   0.001
 143.684     0.000  -0.000   0.001
 143.728    -0.000  -0.000   0.002
 143.771    -0.000  -0.000   0.002
 143.815    -0.000  -0.000   0.002
 143.859    -0.000   0.000   0.002
 143.902    -0.000   0.000   0.002
 143.946    -0.000   0.000   0.001
 143.990    -0.000   0.000   0.001
 144.033     0.000   0.000   0.000
 144.077     0.000   0.000  -0.001
 144.121     0.000   0.000  -0.001
 144.164     0.000   0.001  -0.002
 144.208     0.000   0.001  -0.003
 144.251     0.000   0.001  -0.002
 144.295     0.000   0.001  -0.001
 144.339    -0.000   0.000   0.000
 144.382    -0.000   0.000   0.002
 144.426     0.000  -0.000   0.003
 144.470     0.000  -0.000   0.004
 144.513     0.000  -0.000   0.003
 144.557     0.000  -0.000   0.002
 144.601     0.000   0.000   0.001
 144.644     0.000   0.000   0.000
 144.688     0.000   0.000  -0.000
 144.731     0.000   0.000   0.000
 144.775     0.000  -0.000   0.001
 144.819     0.000  -0.000   0.001
 144.862     0.000  -0.000   0.001
 144.906     0.000  -0.000   0.001
 144.950     0.000   0.000  -0.000
 144.993     0.000   0.000  -0.001
 145.037     0.000   0.000  -0.003
 145.081     0.000   0.000  -0.003
 145.124    -0.000  -0.000  -0.004
 145.168    -0.000  -0.000  -0.004
 145.211    -0.000  -0.001  -0.003
 145.255    -0.000  -0.001  -0.003
 145.299    -0.000  -0.001  -0.002
 145.342    -0.000  -0.001  -0.001
 145.386    -0.000  -0.000  -0.000
 145.430    -0.000  -0.000   0.001
 145.473    -0.000   0.000   0.001
 145.517    -0.000   0.000   0.002
 145.560    -0.000   0.000   0.002
 145.604    -0.000   0.000   0.002
 145.648    -0.000   0.000   0.001
 145.691    -0.000   0.000   0.001
 145.735    -0.000   0.000   0.000
 145.779    -0.000   0.000  -0.000
 145.822    -0.000   0.000  -0.000
 145.866     0.000  -0.000  -0.001
 145.910     0.000  -0.000  -0.001
 145.953     0.000  -0.000  -0.001
 145.997     0.000  -0.000  -0.001
 146.040     0.000   0.000  -0.001
 146.084    -0.000   0.000  -0.001
 146.128    -0.000   0.000   0.000
 146.171    -0.000   0.000   0.001
 146.215    -0.000   0.000   0.001
 146.259    -0.000   0.000   0.002
 146.302    -0.000   0.000   0.002
 146.346    -0.000   0.000   0.003
 146.389    -0.000   0.000   0.002
 146.433     0.000  -0.000   0.002
 146.477     0.000  -0.000   0.002
 146.520     0.000  -0.000   0.001
 146.564     0.000   0.000   0.000
 146.608     0.000   0.000  -0.000
 146.651     0.000   0.000  -0.001
 146.695     0.000   0.001  -0.001
 146.739     0.000   0.000  -0.001
 146.782     0.000   0.000  -0.001
 146.826     0.000  -0.000  -0.000
 146.869     0.000  -0.000   0.000
 146.913     0.000  -0.001   0.000
 146.957    -0.000  -0.001   0.000
 147.000    -0.000  -0.001  -0.001
 147.044    -0.000  -0.001  -0.002
 147.088     0.000  -0.000  -0.002
 147.131     0.000  -0.000  -0.003
 147.175     0.000  -0.000  -0.003
 147.219     0.000  -0.000  -0.002
 147.262     0.000  -0.000  -0.002
 147.306     0.000  -0.000  -0.001
 147.349     0.000  -0.000  -0.000
 147.393     0.000  -0.000   0.000
 147.437     0.000  -0.000   0.001
 147.480     0.000  -0.000   0.001
 147.524    -0.000   0.000   0.001
 147.568    -0.000   0.000   0.001
 147.611    -0.000   0.000   0.001
 147.655    -0.000   0.000   0.001
 147.699    -0.000   0.000   0.000
 147.742    -0.000  -0.000  -0.000
 147.786    -0.000  -0.000  -0.000
 147.829    -0.000  -0.000  -0.000
 147.873    -0.000   0.000  -0.000
 147.917    -0.000   0.000   0.000
 147.960    -0.000   0.000   0.001
 148.004    -0.000   0.001   0.001
 148.048    -0.000   0.001   0.001
 148.091     0.000   0.001   0.001
 148.135     0.000   0.001   0.001
 148.178     0.000   0.001   0.001
 148.222     0.000   0.001   0.001
 148.266     0.000   0.001   0.001
 148.309     0.000   0.000   0.000
 148.353     0.000   0.000  -0.001
 148.397    -0.000  -0.000  -0.001
 148.440    -0.000  -0.000  -0.002
 148.484    -0.000  -0.000  -0.002
 148.528    -0.000  -0.000  -0.001
 148.571    -0.000  -0.000   0.000
 148.615    -0.000   0.000   0.001
 148.658    -0.000   0.000   0.002
 148.702    -0.000   0.000   0.002
 148.746    -0.000   0.000   0.002
 148.789    -0.000  -0.000   0.001
 148.833    -0.000  -0.000   0.000
 148.877    -0.000  -0.000  -0.000
 148.920    -0.000  -0.000  -0.001
 148.964    -0.000  -0.000  -0.001
 149.007     0.000  -0.001  -0.001
 149.051     0.000  -0.001  -0.001
 149.095     0.000  -0.001  -0.001
 149.138     0.000  -0.001  -0.002
 149.182     0.000  -0.001  -0.002
 149.226     0.000  -0.000  -0.002
 149.269     0.000   0.000  -0.002
 149.313     0.000   0.001  -0.002
 149.357     0.000   0.001  -0.002
 149.400     0.000   0.001  -0.001
 149.444     0.000   0.000   0.000
 149.487     0.000   0.000   0.001
 149.531     0.000  -0.000   0.002
 149.575     0.000  -0.000   0.002
 149.618     0.000  -0.000   0.002
 149.662     0.000  -0.000   0.002
 149.706     0.000   0.000   0.001
 149.749     0.000   0.000   0.001
 149.793     0.000   0.000   0.001
 149.837     0.000   0.000   0.000
 149.880     0.000   0.000  -0.000
 149.924     0.000  -0.000  -0.000
 149.967    -0.000  -0.000  -0.001
 150.011    -0.000  -0.000  -0.001
 150.055    -0.000  -0.000  -0.001
 150.098    -0.000   0.000  -0.000
 150.142    -0.000   0.000   0.000
 150.186    -0.000   0.000   0.001
 150.229    -0.000   0.000   0.001
 150.273    -0.000   0.000   0.001
 150.316    -0.000   0.000   0.001
 150.360    -0.000   0.000   0.001
 150.404    -0.000   0.000   0.001
 150.447    -0.000   0.000   0.001
 150.491    -0.000   0.000   0.001
 150.535    -0.000   0.000   0.001
 150.578    -0.000   0.000   0.001
 150.622    -0.000  -0.000   0.000
 150.666     0.000  -0.000  -0.000
 150.709     0.000  -0.001  -0.001
 150.753     0.000  -0.001  -0.001
 150.796     0.000  -0.000  -0.002
 150.840     0.000  -0.000  -0.002
 150.884    -0.000   0.000  -0.002
 150.927    -0.000   0.000  -0.002
 150.971    -0.000   0.000  -0.001
 151.015    -0.000   0.000  -0.001
 151.058    -0.000  -0.000  -0.001
 151.102     0.000  -0.000  -0.000
 151.146     0.000  -0.000  -0.000
 151.189     0.000  -0.000   0.000
 151.233     0.000  -0.000   0.000
 151.276     0.000  -0.000  -0.000
 151.320     0.000   0.000  -0.000
 151.364     0.000  -0.000  -0.000
 151.407     0.000  -0.000   0.000
 151.451     0.000  -0.000   0.000
 151.495    -0.000  -0.000   0.001
 151.538    -0.000  -0.001   0.001
 151.582    -0.000  -0.001   0.001
 151.625    -0.000  -0.000   0.001
 151.669    -0.000  -0.000   0.001
 151.713    -0.000   0.000   0.001
 151.756    -0.000   0.000   0.001
 151.800    -0.000   0.000   0.001
 151.844    -0.000   0.000   0.001
 151.887    -0.000   0.000   0.000
 151.931    -0.000   0.000  -0.001
 151.975    -0.000  -0.000  -0.001
 152.018     0.000  -0.000  -0.002
 152.062     0.000  -0.000  -0.001
 152.105     0.000  -0.000  -0.000
 152.149     0.000   0.000   0.001
 152.193     0.000   0.000   0.002
 152.236     0.000   0.000   0.002
 152.280    -0.000   0.000   0.002
 152.324    -0.000   0.000   0.002
 152.367    -0.000   0.000   0.001
 152.411    -0.000   0.000  -0.000
 152.455    -0.000   0.000  -0.001
 152.498    -0.000   0.000  -0.002
 152.542    -0.000   0.000  -0.002
 152.585    -0.000   0.000  -0.001
 152.629     0.000   0.000  -0.000
 152.673     0.000  -0.000   0.000
 152.716     0.000  -0.000   0.000
 152.760     0.000  -0.000   0.000
 152.804     0.000  -0.000   0.000
 152.847     0.000   0.000  -0.001
 152.891     0.000   0.000  -0.001
 152.934     0.000   0.000  -0.001
 152.978    -0.000   0.000  -0.001
 153.022    -0.000   0.000  -0.001
 153.065    -0.000   0.000  -0.001
 153.109    -0.000  -0.000  -0.001
 153.153    -0.000  -0.000  -0.001
 153.196     0.000  -0.001  -0.001
 153.240     0.000  -0.001  -0.001
 153.284     0.000  -0.000  -0.001
 153.327     0.000  -0.000  -0.000
 153.371     0.000  -0.000   0.001
 153.414     0.000  -0.000   0.002
 153.458     0.000  -0.000   0.003
 153.502    -0.000  -0.000   0.003
 153.545    -0.000  -0.001   0.003
 153.589    -0.000  -0.001   0.002
 153.633    -0.000  -0.001   0.001
 153.676    -0.000  -0.000   0.001
 153.720    -0.000  -0.000   0.000
 153.764    -0.000  -0.000  -0.000
 153.807    -0.000   0.000  -0.000
 153.851    -0.000   0.000  -0.001
 153.894    -0.000   0.000  -0.001
 153.938    -0.000   0.000  -0.001
 153.982    -0.000   0.000  -0.001
 154.025    -0.000   0.000  -0.000
 154.069    -0.000   0.000  -0.000
 154.113    -0.000   0.000  -0.000
 154.156    -0.000   0.000  -0.000
 154.200    -0.000   0.000  -0.000
 154.243    -0.000   0.000   0.000
 154.287    -0.000   0.000   0.000
 154.331    -0.000   0.000   0.000
 154.374     0.000   0.000   0.000
 154.418     0.000   0.000   0.000
 154.462     0.000   0.000   0.001
 154.505     0.000   0.000   0.001
 154.549     0.000   0.000   0.001
 154.593     0.000   0.000   0.001
 154.636     0.000   0.000   0.000
 154.680    -0.000   0.000  -0.000
 154.723    -0.000   0.001  -0.001
 154.767    -0.000   0.001  -0.001
 154.811    -0.000   0.001  -0.002
 154.854    -0.000   0.001  -0.002
 154.898    -0.000   0.000  -0.002
 154.942     0.000   0.000  -0.002
 154.985     0.000  -0.000  -0.002
 155.029     0.000  -0.000  -0.001
 155.073     0.000  -0.001  -0.001
 155.116     0.000  -0.000  -0.000
 155.160     0.000  -0.000   0.000
 155.203     0.000  -0.000   0.001
 155.247     0.000  -0.000   0.001
 155.291     0.000  -0.000   0.001
 155.334     0.000  -0.000   0.001
 155.378     0.000  -0.000   0.001
 155.422     0.000  -0.000   0.001
 155.465    -0.000  -0.000   0.000
 155.509    -0.000  -0.000  -0.000
 155.552    -0.000   0.000  -0.001
 155.596     0.000   0.000  -0.000
 155.640     0.000   0.000   0.001
 155.683     0.000  -0.000   0.002
 155.727     0.000  -0.000   0.002
 155.771     0.000  -0.001   0.002
 155.814     0.000  -0.001   0.002
 155.858     0.000  -0.001   0.001
 155.902     0.000  -0.001   0.000
 155.945    -0.000  -0.001  -0.001
 155.989    -0.000  -0.000  -0.001
 156.032    -0.000  -0.000  -0.000
 156.076    -0.000   0.000  -0.000
 156.120    -0.000   0.000  -0.000
 156.163    -0.000   0.000  -0.000
 156.207    -0.000   0.000  -0.001
 156.251    -0.000   0.000  -0.002
 156.294    -0.000   0.000  -0.002
 156.338    -0.000   0.000  -0.002
 156.382    -0.000   0.000  -0.001
 156.425    -0.000   0.000   0.000
 156.469    -0.000   0.001   0.001
 156.512    -0.000   0.001   0.001
 156.556    -0.000   0.000   0.001
 156.600     0.000   0.000   0.000
 156.643     0.000   0.000  -0.001
 156.687     0.000   0.000  -0.002
 156.731     0.000   0.000  -0.002
 156.774    -0.000   0.001  -0.002
 156.818    -0.000   0.001  -0.001
 156.861     0.000   0.001   0.000
 156.905     0.000   0.001   0.001
 156.949     0.000   0.000   0.001
 156.992     0.000   0.000   0.001
 157.036     0.000   0.000   0.001
 157.080     0.000   0.000   0.000
